SN,Setting1,Setting2,Setting3,Setting4,Setting5,BDate,FileDate,TUT,Hrs/Day,NormDist x Values,NormDist y Values
11136001013802,3.75299E-05,0.020885146,0.966993212,8.98604E-06,0.012074597,6/6/2016,1/5/2017,525.5063889,2.467166145,,
11136001013803,0.011701704,0.96792119,0.00056418,0.000487495,0.019324518,6/6/2016,3/19/2018,304.2766667,0.467398874,,
11136001013811,0.021310125,0.024092567,0.145437528,0.13903238,0.670128895,6/6/2016,8/17/2017,185.7880556,0.425144292,,
11136001013813,0.00342909,0.012253801,0.567115074,0.346980413,0.070220927,6/6/2016,10/25/2017,399.6038889,0.789731006,,
11136001013838,5.45914E-05,0.955922569,0.000366786,0,0.043659466,6/6/2016,4/19/2018,162.8258333,0.238747556,,
11136001013847,2.32722E-05,0.013570163,0.894370385,0.065396207,0.026639361,6/7/2016,11/30/2016,453.5686111,2.577094381,,
11136001013849,9.54376E-06,0.003341454,0.473309839,0.417343611,0.105995325,6/7/2016,9/1/2017,1222.438611,2.710506898,,
11136001013855,0.019113654,0.220235023,0.173480639,0.460789548,0.126381727,6/7/2016,9/5/2017,470.8530556,1.03484188,,
11136001013858,0.138693904,0.784481585,0.073704553,2.49777E-07,0.003119459,6/7/2016,5/4/2018,1112.105278,1.597852411,,
11136001013862,4.68548E-05,0.135736167,5.80107E-05,0.836188874,0.027972324,6/7/2016,10/5/2016,124.4980556,1.037483796,,
11136001013870,7.18889E-06,0.041372072,0.000132994,0.944490973,0.013993178,6/7/2016,8/14/2017,77.27972222,0.178475109,,
11136001013884,9.66627E-06,0.125986173,0.871034342,3.0136E-05,0.002939114,6/7/2016,7/10/2017,488.5258333,1.227451843,,
11136001013893,0.001696234,0.002718053,0.780815887,0.211798251,0.002971926,6/7/2016,12/29/2016,1579.970556,7.707173442,,
11136001013895,0,0.953628938,0.037478052,0,0.008894736,6/7/2016,12/27/2017,160.8941667,0.283264378,,
11136001013904,0,0.196466817,0.058637956,0.107398658,0.637496233,6/7/2016,11/17/2017,825.9155556,1.564234007,,
11136001013905,0,0.939138147,0.046272238,0,0.014591931,6/7/2016,1/24/2017,239.8966667,1.038513709,,
11136001013910,3.26474E-05,0.304476681,0.016011724,0.264962474,0.414509219,6/7/2016,10/12/2016,76.57583333,0.602959318,,
11136001013919,0.001707566,0.004893897,0.452680685,0.504273731,0.036441713,6/7/2016,3/1/2018,115.3363889,0.182494286,,
11136001013920,0.029249727,0.333349963,0.588464271,0.045132529,0.003804302,6/7/2016,12/15/2017,701.545,1.261771583,,
11136001013922,5.46526E-06,0.093322002,0.853348017,0.00063397,0.052687814,6/7/2016,3/1/2018,101.6522222,0.160842124,,
11136001013927,0.000387938,0.237167528,0.482317211,0.221985633,0.058143868,6/7/2016,1/22/2018,254.9088889,0.429139544,,
11136001013930,0,0.008314948,0.002808876,0.008491952,0.980386331,6/7/2016,1/25/2018,263.6483333,0.441621999,,
11136001013949,0,0.65198352,0.082228905,0.234624102,0.031161883,6/7/2016,11/22/2017,174.7594444,0.327878883,,
11136001013951,0.007918222,0.821296182,0.091901556,3.67801E-05,0.078845947,6/7/2016,7/25/2017,211.4672222,0.512027172,,
11136001013958,0.003333427,0.965230976,0.025308257,5.92873E-06,0.006124376,6/7/2016,12/1/2017,187.4113889,0.34577747,,
11136001013966,0.036964834,0.186636953,0.752704049,0.005517553,0.018176945,6/7/2016,11/8/2017,831.1352778,1.60141672,,
11136001013971,0.018597922,0.024976188,0.308205825,0.60187451,0.04634452,6/7/2016,9/21/2016,268.0108333,2.528404088,,
11136001013972,6.79347E-05,0.041673615,0.052353567,0.171167032,0.73473847,6/7/2016,12/9/2016,449.7783333,2.431234234,,
11136001014028,0.000603303,0.115413396,0.757326066,0.110424916,0.016232319,,1/29/2018,488.5144444,#N/A,,
11136001014073,0,0.985983706,0.006514723,1.16856E-06,0.007500987,,7/20/2017,475.4188889,#N/A,,
11136001014078,0.019989082,0.901249506,0.034291615,0.002936981,0.041532815,,2/5/2018,220.8427778,#N/A,,
11136001014082,2.03996E-05,0.07660333,0.878532048,0.032764686,0.012080137,3/16/2016,7/24/2017,462.9730556,0.935299102,,
11136001014094,0,0.0175661,0.833953463,0.132499775,0.015980209,3/16/2016,8/25/2017,613.7452778,1.164602045,,
11136001014101,0.355278697,0.039885194,0.063205124,0.358432867,0.183200255,3/16/2016,8/14/2017,130.0747222,0.252082795,,
11136001014114,0.009710008,0.535452643,0.387224781,0.045062861,0.022548976,3/16/2016,12/1/2016,379.9630556,1.461396368,,
11136001014123,0,0.702958338,0.293483182,0.00012406,0.003434169,3/16/2016,11/7/2017,1103.8575,1.836701331,,
11136001014131,0,0.981717019,4.0687E-05,0,0.018243747,3/16/2016,6/23/2016,191.1613889,1.93092312,,
11136001014137,0.001471469,0.128922809,0.579320638,0.276631822,0.013654371,3/16/2016,1/20/2018,500.6333333,0.741679012,,
11136001014138,0.011345748,0.947653374,0.000130924,0.013479044,0.027387829,3/16/2016,2/5/2018,180.3416667,0.260986493,,
11136001014151,0.04387919,0.896297829,0.044901534,0.009405818,0.005515936,3/17/2016,8/31/2017,905.0544444,1.701230159,,
11136001014155,0,0.444012456,0.348256969,0.204762191,0.002968719,3/17/2016,1/29/2018,1661.210278,2.432225883,,
11136001014156,5.01387E-05,0.435854192,0.414360028,0.071363699,0.078371683,3/17/2016,1/16/2018,1069.256667,1.595905473,,
11136001014158,0.013726814,0.060715168,0.435601392,0.18528897,0.304667296,3/17/2016,8/25/2017,772.4136111,1.468466941,,
11136001014175,0,0.99417072,9.64421E-06,2.89326E-06,0.005817707,3/17/2016,11/3/2017,864.0766667,1.449793065,,
11136001014186,0.000664185,0.120296241,0.603578082,0.008051804,0.267409327,3/17/2016,11/7/2017,769.5308333,1.282551389,,
11136001014189,0.001865119,0.708180979,0.231751839,0.000311261,0.057891617,3/17/2016,11/13/2017,681.8152778,1.125107719,,
11136001014191,0,0.163165242,0.240805234,0.00010254,0.595927924,3/19/2016,11/17/2017,295.2766667,0.485652412,,
11136001014215,0,0.004549785,0.752957104,0.011380457,0.231112312,3/17/2016,8/22/2017,811.0883333,1.550838113,,
11136001014220,0.001033612,0.000523983,0.03443604,0.880404853,0.083601347,3/17/2016,1/19/2018,1683.685,2.501760773,,
11136001014262,0.030801243,0.673106804,0.26889379,0.016546723,0.010652907,3/17/2016,4/30/2018,378.4569444,0.488962461,,
11136001014267,0.307253574,0.640057999,0.031105856,0.008385134,0.013196454,3/17/2016,1/16/2018,282.3780556,0.421459784,,
11136001014271,0.002435914,0.242173081,0.161368733,0.193335565,0.400686707,3/17/2016,8/25/2017,375.0588889,0.713039713,,
11136001014278,0.00036101,0.002837124,0.641722309,0.316543674,0.038536968,3/18/2016,11/21/2017,256.2258333,0.417986678,,
11136001014299,0.976460169,0.008719057,0.003109822,0.002580339,0.009130397,3/18/2016,8/17/2017,1283.746111,2.483067913,,
11136001014302,0.005347319,0.181113397,0.207891096,0.235587595,0.370060384,3/18/2016,5/10/2018,1324.495556,1.691565205,,
11136001014311,5.25895E-06,0.706814811,0.210666993,0.024852486,0.057660451,3/18/2016,11/10/2017,211.28,0.350963455,,
11136001014312,1.28753E-05,0.070756296,0.81756708,0.089422928,0.022239532,3/18/2016,11/21/2016,215.7444444,0.869937276,,
11136001014317,0.029320507,0.042627838,0.520565354,0.248509277,0.158978114,3/18/2016,1/11/2017,509.4936111,1.70399201,,
11136001014333,0.016712654,0.862036361,0.119681766,0.000398848,0.001170073,3/18/2016,11/4/2016,933.9397222,4.043029101,,
11136001014340,0.000524892,0.216863148,0.759768453,0.016779499,0.006064372,3/18/2016,1/11/2017,765.7658333,2.561089744,,
11136001014343,0.000203157,0.986055372,4.132E-05,0.000624104,0.013076909,3/18/2016,11/1/2017,322.685,0.54415683,,
11136001014346,0.004196053,0.943681285,0.018950149,0.005314422,0.027858091,3/18/2016,7/21/2017,192.2441667,0.392335034,,
11136001014347,0.001201859,0.987908052,0.005148106,2.04542E-05,0.005720823,3/18/2016,3/2/2018,393.8341667,0.551588469,,
11136001014351,0.000256383,0.00478266,0.739242879,0.242445773,0.013272937,3/18/2016,1/26/2018,880.8441667,1.297266814,,
11136001014354,0.001824202,0.91921269,0.051343066,0.016951842,0.010668156,3/18/2016,1/16/2018,6280.373056,9.387702624,,
11136001014357,0.002171445,0.01706334,0.454087783,0.214313886,0.312363199,3/18/2016,10/11/2017,799.3908333,1.397536422,,
11136001014361,1.9759E-06,0.975513142,0.016206347,0.002021348,0.006256693,3/18/2016,4/30/2018,562.3311111,0.727465862,,
11136001014378,0.079515082,0.878394872,0.010976959,0.004928519,0.026184568,3/19/2016,10/11/2017,383.7077778,0.671992606,,
11136001014379,2.02481E-06,0.995911175,0.002271264,4.33889E-07,0.001815247,3/19/2016,7/21/2017,1920.614444,3.927636901,,
11136001014380,0.079426633,0.608231114,0.290568752,0.010384216,0.011390187,3/19/2016,11/30/2016,308.16,1.20375,,
11136001014388,0,0.990525561,0.006398831,2.46384E-07,0.003075608,3/19/2016,12/10/2016,1127.419444,4.238418964,,
11136001014397,0,0.120959902,0.863711226,7.6323E-05,0.015256566,3/19/2016,11/17/2016,69.15055556,0.284570187,,
11136001014399,8.98959E-06,0.002677743,0.000236683,0.001359483,0.995717357,3/19/2016,7/21/2017,2162.994722,4.42330209,,
11136001014405,0.018185993,0.754902067,0.116190341,0.011674045,0.099049095,3/19/2016,8/31/2017,180.2669444,0.34012631,,
11136001014411,0.137517611,0.766891419,0.062814486,0.005669704,0.027105927,3/19/2016,12/14/2016,325.7077778,1.206325103,,
11136001014412,0.015124458,0.018437211,0.321610738,0.113042065,0.53178339,3/19/2016,11/8/2017,129.8852778,0.216836858,,
11136001014414,0.003694304,0.173155119,0.804485468,0.007210304,0.011453956,3/19/2016,11/10/2016,327.1552778,1.386251177,,
11136001014437,0.001068759,0.011073991,0.928613544,0.050104014,0.009139692,3/19/2016,8/16/2017,485.2461111,0.942225458,,
11136001014441,0.006615467,0.748120556,0.031554496,0.200812293,0.01289702,3/19/2016,1/17/2017,1662.098056,5.467427814,,
11136001014468,0.001725668,0.530830565,0.356333404,0.10301407,0.008096068,3/21/2016,11/6/2017,1237.363333,2.079602241,,
11136001014469,0.157747612,0.716266423,0.117151111,0.002080973,0.00675388,3/21/2016,7/18/2017,531.135,1.097386364,,
11136001014484,1.50099E-05,0.993556029,8.49132E-05,1.71542E-06,0.00634319,3/21/2016,2/12/2018,647.72,0.934660895,,
11136001014490,3.55639E-06,0.001405485,0.983725959,0.005823233,0.009041766,3/21/2016,11/1/2017,390.5333333,0.661920904,,
11136001014498,0.990273904,0.005488809,0.000201722,5.64257E-07,0.004035565,3/21/2016,11/16/2016,984.5791667,4.102413194,,
11136001014512,0.062184949,0.920791904,0.006416494,3.84913E-06,0.010602034,3/21/2016,1/17/2017,360.8322222,1.194808683,,
11136001014513,0.222269861,0.663707814,0.029808659,0.083380201,0.000833529,3/21/2016,1/20/2017,4334.981944,14.21305556,,
11136001014524,0.025473285,0.723063825,0.226238043,0.012263824,0.012962987,3/21/2016,4/3/2018,282.8780556,0.380724166,,
11136001014525,0.001926575,0.954345093,0.012822374,0.016250647,0.014654141,,10/25/2016,237.3238889,#N/A,,
11136001014527,0.000180824,0.906570358,0.061243701,1.43614E-05,0.031990756,3/21/2016,5/2/2018,851.0444444,1.102389177,,
11136001014537,0.037451007,0.290264851,0.247780935,0.360862905,0.063638188,3/21/2016,8/21/2017,131.4680556,0.253799335,,
11136001014547,0.542678246,0.39352996,0.030922089,2.10326E-06,0.032869705,3/21/2016,12/16/2016,132.0702778,0.489149177,,
11136001014572,0.158892588,0.802976829,0.000103088,1.2128E-05,0.038012334,3/22/2016,4/15/2018,91.615,0.121505305,,
11136001014578,0.769770393,0.123988013,0.091788105,0.005087138,0.009365685,3/22/2016,4/3/2018,417.3925,0.562523585,,
11136001014610,3.73584E-05,0.000698464,0.871204524,0.120785003,0.007275205,3/22/2016,4/4/2018,1003.79,1.350995962,,
11136001014617,0.00030016,0.782153752,0.186608682,1.16341E-05,0.030923445,3/22/2016,11/9/2017,119.3808333,0.199967895,,
11136001014625,0.389865588,0.320668221,0.245516562,0.040560548,0.003388779,3/22/2016,2/21/2018,917.0788889,1.308243779,,
11136001014627,0.008337377,0.947819513,0.034421818,0.002062103,0.007360048,3/22/2016,11/3/2017,646.3197222,1.093603591,,
11136001014637,0,0.981619588,4.19582E-05,1.35349E-06,0.018335747,3/22/2016,4/18/2018,205.2305556,0.271110377,,
11136001014638,2.63238E-05,0.183074754,0.658141899,0.107187237,0.051569012,3/22/2016,1/29/2018,358.7802778,0.529174451,,
11136001014640,0,0.036145317,0.817739523,0.116447131,0.029666497,3/22/2016,11/17/2016,181.2744444,0.755310185,,
11136001014651,0.000635477,0.870083642,0.07541993,2.57626E-05,0.053830894,3/22/2016,9/16/2016,64.69333333,0.363445693,,
11136001014674,0.016627732,0.348925673,0.359750863,0.186602728,0.088093451,3/23/2016,10/5/2016,622.2369444,3.174678288,,
11136001014676,0.094713295,0.22294596,0.128665968,0.152128436,0.401545887,3/23/2016,7/15/2017,610.9402778,1.275449432,,
11136001014677,4.54941E-05,0.985485258,3.80881E-05,8.46402E-06,0.014423753,3/23/2016,6/30/2016,262.5491667,2.652011785,,
11136001014684,0,0.045798101,0.809562334,0.141438827,0.003200195,3/23/2016,12/21/2017,511.2536111,0.801337948,,
11136001014685,0.001570844,0.159193417,0.797077948,0.00581001,0.036347781,3/23/2016,7/24/2017,394.3386111,0.808070924,,
11136001014702,1.17604E-05,0.12715628,0.839451659,0.028669911,0.004711125,3/23/2016,7/17/2017,755.835,1.571382536,,
11136001014703,0.000529771,0.002595109,0.004902848,0.957976999,0.033994176,3/23/2016,1/17/2017,253.2541667,0.844180556,,
11136001014706,0.005057068,0.202077384,0.510603648,0.272866888,0.009395871,3/23/2016,8/28/2017,646.6197222,1.236366582,,
11136001014722,0.004415538,0.971505893,0.020903483,0.000707429,0.002467784,3/23/2016,11/17/2016,2180.431389,9.123143887,,
11136001014731,7.46228E-06,0.036561455,0.617256949,0.340285227,0.00588914,3/23/2016,3/9/2018,1191.175556,1.663653011,,
11136001014733,4.36417E-06,0.018845067,0.04186188,0.921257935,0.018030555,3/23/2016,2/20/2018,1400.292778,2.003280083,,
11136001014754,0.020291989,0.216262488,0.759417649,0.002154241,0.001873699,3/23/2016,12/22/2017,8436.074167,13.201994,,
11136001014763,0.002852097,0.227934768,0.22086439,0.185412264,0.362937409,3/23/2016,1/19/2017,299.2925,0.991034768,,
11136001014767,0.002719898,0.14814947,0.714419313,0.077537786,0.057176389,3/23/2016,1/18/2017,194.5538889,0.646358435,,
11136001014779,0.001942292,0.087075892,0.531815772,0.108866185,0.270299638,3/24/2016,9/22/2017,1260.538333,2.304457648,,
11136001014785,0.008135816,0.989166619,0.000647403,0.00072168,0.001328168,3/24/2016,1/17/2018,882.5858333,1.329195532,,
11136001014788,1.43143E-07,0.001249212,0.167711032,0.719777332,0.111262281,3/24/2016,3/26/2018,5821.671944,7.953103749,,
11136001014795,6.92914E-06,0.996296264,6.70562E-05,4.47041E-07,0.003629527,3/24/2016,9/23/2016,1242.739167,6.790924408,,
11136001014796,0.004103322,0.067539344,0.230330665,0.174469294,0.523557116,3/24/2016,7/20/2017,1077.7175,2.231299172,,
11136001014798,4.06625E-06,0.891431197,0.000223644,4.06625E-06,0.108332961,3/24/2016,8/31/2016,68.31305556,0.426956597,,
11136001014809,0,0.915679382,0.016327757,0.000245873,0.067742435,3/24/2016,8/31/2017,61.00722222,0.116204233,,
11136001014822,7.33469E-05,0.954062257,0.045034171,1.43998E-05,0.000815896,3/29/2016,9/27/2017,3915.94,7.158939671,,
11136001014832,1.13844E-05,0.029389154,0.2007449,0.130666066,0.639188495,3/29/2016,1/30/2018,463.5969444,0.689876405,,
11136001014842,0.010718483,0.779646472,0.116469549,0.01385257,0.079313076,3/29/2016,8/7/2017,1862.229722,3.754495408,,
11136001014858,0.32118869,0.659426124,3.87084E-05,1.54834E-06,0.019343381,3/29/2016,12/8/2017,179.4038889,0.289828577,,
11136001014859,6.95482E-05,0.166776636,0.486026157,0.312679889,0.034445986,3/29/2016,11/9/2017,155.7672222,0.264012241,,
11136001014862,0.000572142,0.03977661,0.287932191,0.642535741,0.029182296,3/29/2016,1/17/2017,272.3683333,0.926422902,,
11136001014863,0.005467408,0.982246121,0.00545695,0.001825193,0.005003675,3/29/2016,12/17/2016,849.9863889,3.23188741,,
11136001014866,0,0.942137133,0.000226569,0.002890585,0.054753021,3/29/2016,11/22/2016,76.01305556,0.319382586,,
11136001014873,0.003167665,0.976745807,0.016912108,0.000641782,0.002532994,4/5/2016,9/22/2017,1562.49,2.920542056,,
11136001014875,1.02538E-05,0.053589219,0.941255992,4.10152E-07,0.005143715,3/30/2016,12/1/2016,677.2558333,2.753072493,,
11136001014907,0.008261494,0.170922404,0.533960796,0.110419973,0.176435332,3/29/2016,4/21/2018,1283.800556,1.704914416,,
11136001014922,1.48723E-05,0.004164232,5.73644E-05,0.005190418,0.990570988,3/29/2016,8/31/2016,130.7430556,0.843503584,,
11136001014925,0.009318405,0.851610296,0.132647668,0.000133985,0.006289398,3/29/2016,9/5/2017,1123.672222,2.140328042,,
11136001014942,0.000234678,0.425094419,0.001457499,0.255400932,0.317812901,,12/5/2017,646.2747222,#N/A,,
11136001014945,4.83251E-06,0.017640284,0.416058441,0.546165804,0.020129028,,10/7/2016,172.4430556,#N/A,,
11136001014968,0.002284805,0.133101236,0.829558155,0.021610319,0.013444431,3/30/2016,1/12/2017,263.6986111,0.915620177,,
11136001014977,0.003480511,0.003673952,0.122000207,0.642627012,0.228217749,3/30/2016,8/16/2017,975.0325,1.934588294,,
11136001014979,0.011388281,0.521059875,0.370488681,0.022617114,0.074445686,3/30/2016,12/1/2016,764.7969444,3.108930668,,
11136001014982,0.00199052,0.009815752,0.002467416,0.605093243,0.380633068,3/30/2016,11/21/2017,66.98416667,0.11145452,,
11136001014983,0,0.014900565,0.661208254,0.221827938,0.102064009,3/30/2016,1/22/2018,362.9802778,0.547481565,,
11136001015006,0.033283062,0.896112136,0.060763439,0.004599828,0.00524119,3/30/2016,4/21/2018,803.4116667,1.068366578,,
11136001015013,0.000500641,0.977264077,0.008589758,0.003730314,0.009915574,3/30/2016,12/4/2017,1525.266111,2.484146761,,
11136001015024,1.55616E-05,0.064788316,0.381361962,0.511377722,0.042455952,3/30/2016,12/13/2016,571.2063889,2.213978252,,
11136001015027,8.86998E-07,0.124290623,0.707500812,0.156187079,0.012021487,3/30/2016,11/10/2016,313.1661111,1.391849383,,
11136001015028,0.005708361,0.038035501,0.716228674,0.193193077,0.046833293,3/30/2016,9/6/2016,507.7347222,3.173342014,,
11136001015029,1.69993E-07,0.00624673,0.078292958,0.895455885,0.020004257,3/30/2016,1/19/2017,1634.055,5.539169492,,
11136001015043,0.015313538,0.853404134,0.116770483,0.01092164,0.003590457,3/31/2016,7/11/2017,1109.113056,2.374974423,,
11136001015049,0.025762043,0.633101415,0.174099009,0.067901929,0.099135484,3/31/2016,1/19/2018,2301.415556,3.492284606,,
11136001015066,0.000446604,0.195062745,0.763225341,0.035688537,0.005577629,3/31/2016,12/12/2016,649.9675,2.538935547,,
11136001015074,2.32598E-06,0.644544255,0.34274348,4.65196E-06,0.012706063,3/31/2016,8/30/2017,358.2716667,0.692981947,,
11136001015083,8.17325E-05,0.971395143,0.002143207,0.00076435,0.025614053,4/26/2016,4/4/2018,183.5255556,0.259216886,,
11136001015085,0.015057689,0.003084297,0.080844328,0.72596506,0.175051817,4/26/2016,11/9/2016,174.0897222,0.883704174,,
11136001015109,2.19686E-06,0.605982917,0.050024605,0.309515022,0.034477456,4/26/2016,12/14/2016,252.8866667,1.090028736,,
11136001015113,0.000123771,0.813441238,0.153574523,0.013628237,0.019229249,4/26/2016,4/4/2018,186.2758333,0.26310146,,
11136001015114,0.003179191,0.047157485,0.794844364,0.131558899,0.023259779,4/26/2016,10/3/2017,984.0902778,1.874457672,,
11136001015128,0.003019077,0.058950998,0.879284902,0.032273083,0.026471941,4/26/2016,9/13/2016,196.8961111,1.406400794,,
11136001015149,1.13473E-05,0.025983557,0.215089022,0.49177648,0.26713996,4/27/2016,7/12/2017,758.8666667,1.720786092,,
11136001015150,0,0.250832676,0.020802902,0.622281684,0.106078429,4/27/2016,8/9/2016,64.4675,0.619879808,,
11136001015154,0.01017426,0.968794205,0.01899024,3.34371E-05,0.00200745,4/27/2016,8/28/2017,681.2125,1.395927254,,
11136001015159,0.000565404,0.388106755,0.568056672,0.038578254,0.004692586,4/27/2016,11/7/2017,843.0555556,1.508149473,,
11136001015160,0,0.378543745,0.310695822,0.235305821,0.075455637,4/27/2016,11/27/2017,270.8508333,0.467790731,,
11136001015161,0.144917921,0.53276269,0.144956947,0.026038872,0.151322486,4/27/2016,10/25/2017,256.2408333,0.469305556,,
11136001015164,1.74179E-05,0.928300844,0.067101822,0.001309175,0.0032706,4/27/2016,12/26/2017,1961.583611,3.226288834,,
11136001015166,0.020046518,0.273147553,0.620243596,0.074724171,0.011838726,4/27/2016,12/12/2016,492.7566667,2.151775837,,
11136001015174,0.983040469,0.002963551,0.002774596,1.78259E-06,0.01121871,4/27/2016,7/27/2017,311.6569444,0.683458212,,
11136001015179,6.30522E-05,0.829021354,0.138002756,0.00012008,0.032792356,4/27/2016,12/7/2017,691.6669444,1.174307206,,
11136001015193,7.0902E-06,0.001438905,0.996604403,8.10308E-07,0.001949197,4/28/2016,11/2/2017,1371.220278,2.479602672,,
11136001015213,0.001355572,0.970945267,0.006379432,0.000398428,0.020919774,4/28/2016,7/15/2017,181.965,0.410756208,,
11136001015214,0,0.020105709,0.936152687,0.001412074,0.042332798,4/28/2016,8/17/2016,84.98138889,0.765598098,,
11136001015224,0.085251124,0.180312775,0.672412554,0.042980376,0.019041673,4/28/2016,2/5/2018,185.5433333,0.286332305,,
11136001015238,0.000252355,0.036268811,0.167002721,0.789738942,0.006736943,4/28/2016,7/26/2017,2435.946667,5.365521292,,
11136001015240,0,0.003795103,3.70921E-05,0.473776889,0.52239482,4/28/2016,11/22/2016,142.2886111,0.684079861,,
11136001015244,0.001804385,0.48389291,0.452330426,0.020255547,0.041712659,4/28/2016,11/8/2016,68.19805556,0.351536369,,
11136001015250,1.45908E-05,0.008570158,0.868621625,0.115745131,0.007049262,4/28/2016,11/29/2017,723.4405556,1.247311303,,
11136001015258,0.07176584,0.387590458,0.490852408,0.042178407,0.00761269,4/28/2016,9/5/2017,1413.1375,2.854823232,,
11136001015268,0,0.991980333,0.000445676,0,0.007573366,4/28/2016,10/2/2017,444.3936111,0.851328757,,
11136001015269,0.00246846,0.005429521,0.787421921,0.012495915,0.192184184,4/28/2016,12/12/2017,866.1497222,1.460623478,,
11136001015287,0.000276866,0.001668709,0.069361613,0.046183357,0.882509154,4/28/2016,9/28/2016,924.0341667,6.039438998,,
11136001015290,0.051631205,0.487589521,0.438109102,0.018036185,0.004634636,4/29/2016,12/5/2017,854.8555556,1.461291548,,
11136001015293,4.14594E-05,0.137392206,0.806841833,0.023601783,0.032123756,4/29/2016,8/9/2017,268,0.573875803,,
11136001015304,0.003987172,0.009481339,0.341344634,0.493530598,0.151652151,4/29/2016,8/24/2016,67.6475,0.578183761,,
11136001015319,0,0.006357448,0.988073708,8.6803E-07,0.00556841,4/29/2016,12/20/2016,640.0191667,2.723485816,,
11136001015321,1.08597E-06,0.156062538,0.697155772,0.140795542,0.005985197,4/29/2016,9/18/2017,2046.298611,4.036091935,,
11136001015325,0.002318657,0.112534503,0.8048676,0.072617455,0.00766202,4/29/2016,1/23/2018,1177.525278,1.857295391,,
11136001015326,0.001733515,0.980825107,0.012844725,8.58144E-05,0.00451052,4/29/2016,10/25/2017,870.7422222,1.600629085,,
11136001015330,0.005444704,0.676521438,0.089957206,0.216766216,0.011310436,4/29/2016,8/25/2017,707.2622222,1.464311019,,
11136001015333,0.015032007,0.301033764,0.666892272,0.014003219,0.003038737,4/29/2016,1/29/2018,1300.613611,2.032208767,,
11136001015337,0.000453862,0.012441119,0.827147053,0.011571174,0.148386856,4/29/2016,1/10/2017,4338.078889,16.94562066,,
11136001015338,0.000192108,0.934457016,0.030595463,2.6931E-05,0.034732072,4/29/2016,7/27/2017,154.7161111,0.340784386,,
11136001015340,0.00450017,0.722538104,0.163726583,0.017512651,0.091723867,4/29/2016,7/14/2017,404.1205556,0.916373142,,
11136001015345,1.13881E-05,0.926343979,0.008890581,0.000460864,0.0642939,4/29/2016,7/13/2017,780.5388889,1.77395202,,
11136001015349,0,0.037691398,0.903109354,0.01841956,0.040776447,4/29/2016,4/5/2018,85.71805556,0.121413676,,
11136001015350,2.54037E-06,0.008810002,0.330953007,0.267171946,0.393061234,4/29/2016,12/29/2016,218.6908333,0.896273907,,
11136001015352,5.49672E-05,0.004967203,0.399371542,0.426723222,0.168883066,4/29/2016,2/15/2018,151.6055556,0.23075427,,
11136001015355,0.006827295,0.878875956,0.098438369,7.51026E-05,0.015782943,4/29/2016,11/13/2017,828.4963889,1.471574403,,
11136001015361,0.000935295,0.015600716,0.000174588,0.000314883,0.982972959,4/29/2016,11/9/2016,178.1969444,0.918540951,,
11136001015369,0.000229801,0.010814281,0.000242135,0.752795101,0.23591998,4/29/2016,7/15/2017,427.9063889,0.968114002,,
11136001015381,0,0.106652658,0.878550296,0.000192425,0.014602435,4/29/2016,1/11/2017,254.0672222,0.988588413,,
11136001015384,0.023952175,0.00490849,0.586580221,0.350106032,0.034452576,4/29/2016,5/4/2018,548.7091667,0.746543084,,
11136001015387,0.04097771,0.231167579,0.70394312,0.016996315,0.006915276,4/29/2016,7/21/2017,1130.146944,2.52264943,,
11136001015390,0.077536596,0.127265964,0.031609099,0.36098432,0.402611461,4/30/2016,11/16/2017,74.67083333,0.132160767,,
11136001015393,0.005485639,0.829430348,0.050735988,0.072626571,0.041720804,4/30/2016,4/6/2018,855.1622222,1.211277935,,
11136001015396,0.003503829,0.118065287,0.613264388,0.208932239,0.056233844,4/30/2016,5/7/2018,671.1705556,0.91067918,,
11136001015407,2.17595E-07,0.033589232,0.930524606,0.024422618,0.011463327,4/30/2016,12/6/2017,1276.583056,2.182193257,,
11136001015409,4.51681E-06,0.107617526,0.528295935,0.008753579,0.355328444,4/30/2016,1/19/2018,368.9919444,0.586632662,,
11136001015410,0,0.005877744,0.874631498,0.037760238,0.08173052,4/30/2016,4/6/2018,91.11583333,0.129059254,,
11136001015412,0.008356554,0.769503942,0.198053408,0.016809928,0.007275841,4/30/2016,3/23/2018,849.2336111,1.227216201,,
11136001015421,0.002899646,0.213353363,0.69957598,0.072244399,0.011926386,4/30/2016,4/17/2018,1230.418333,1.716064621,,
11136001015425,2.97035E-06,0.040623536,0.073125138,0.61148279,0.274767545,4/30/2016,1/23/2017,280.5502778,1.046829395,,
11136001015448,9.05343E-07,0.308595143,0.663121948,0.014378654,0.013904255,4/30/2016,4/25/2018,613.6411111,0.846401533,,
11136001015450,0.007025102,0.445004504,0.407228088,0.122108489,0.018633161,4/30/2016,10/25/2016,423.1255556,2.377109863,,
11136001015461,0.474723516,0.510931475,0.00301659,0.000182043,0.011147263,4/30/2016,8/30/2017,312.8072222,0.642314625,,
11136001015464,9.33928E-07,0.003495225,0.103981661,0.454944751,0.437576961,4/30/2016,2/21/2018,594.8591667,0.898578802,,
11136001015468,1.01628E-05,0.000592635,0.093289055,0.901470147,0.00463771,4/30/2016,12/6/2017,956.6502778,1.63529962,,
11136001015469,0,0.928467137,0.050168486,0.000319117,0.021042727,4/30/2016,11/21/2016,219.3552778,1.070025745,,
11136001015474,0.108937579,0.829895056,7.05939E-05,0.021724429,0.039371782,4/30/2016,10/2/2017,495.7936111,0.953449252,,
