SN,Setting1,Setting2,Setting3,Setting4,Setting5,BDate,FileDate,TUT,Hrs/Day,NormDist x Values,NormDist y Values
11136001007730,0.003419745,0.086384768,0.571172024,0.296902849,0.042119971,,12/22/2016,431.4,#N/A,,
11136001007735,0.003588156,0.643310986,0.027369896,0.297383716,0.028347247,1/15/2016,2/26/2018,816.2658333,1.055971324,,
11136001007736,5.30862E-06,0.974591192,0.011393176,0.001997809,0.012014284,1/15/2016,10/19/2016,313.955,1.129334532,,
11136001007742,9.28279E-07,0.002053044,0.857847642,0.133366504,0.006731572,1/15/2016,12/15/2016,897.7183333,2.679756219,,
11136001007755,0.004606879,0.905856322,0.066858048,0.008074417,0.014605399,,4/3/2018,521.7438889,#N/A,,
11136001007758,0.000517353,0.494500939,0.200933434,0.302415509,0.001632614,1/15/2016,12/13/2017,1844.860556,2.643066699,,
11136001007767,4.31048E-06,0.021733465,0.399045791,0.568830486,0.010385948,1/15/2016,1/15/2018,837.7505556,1.146033592,,
11136001007768,0.01609602,0.500752446,0.26878347,0.035464836,0.178902239,1/15/2016,12/5/2016,280.9355556,0.864417094,,
11136001007777,0.000554628,0.010480007,0.012944698,0.810463498,0.165555721,,8/10/2016,191.8202778,#N/A,,
11136001007801,1.09695E-05,0.986774941,0.007636873,0.000670185,0.004906508,1/16/2016,6/29/2016,531.7766667,3.222888889,,
11136001007804,0.000462734,0.002441102,0.959436049,0.029857141,0.007803821,,11/23/2016,656.1244444,#N/A,,
11136001007805,4.03492E-05,0.749761268,0.204617288,0.007521755,0.038055978,1/16/2016,6/27/2016,82.61222222,0.506823449,,
11136001007807,1.28757E-05,0.007725413,0.948477933,0.003096603,0.040693613,1/16/2016,6/16/2016,86.29527778,0.567732091,,
11136001007822,0.000176213,0.005987451,0.19280801,0.759829829,0.041197238,1/16/2016,10/28/2016,220.6930556,0.77165404,,
11136001007830,0.181595549,0.620587499,0.171475813,0.021086705,0.005253967,1/16/2016,10/21/2016,596.0575,2.13640681,,
11136001007833,1.00267E-06,0.000882686,0.088949079,0.656879804,0.253287095,1/16/2016,1/10/2017,831.1122222,2.308645062,,
11136001007836,0.746370026,0.242133385,0.009756247,0.000521847,0.001218318,1/16/2016,10/9/2017,3149.605833,4.983553534,,
11136001007866,0.018546423,0.537091866,0.410244812,0.00222841,0.03188751,1/18/2016,9/8/2016,567.42,2.424871795,,
11136001007874,0.002243668,0.68183563,0.126197416,0.118455826,0.07126746,1/18/2016,3/12/2018,163.5466667,0.208605442,,
11136001007875,0.003377851,0.023240988,0.537222215,0.394376298,0.041782647,,12/29/2017,250.9813889,#N/A,,
11136001007888,0,0.145219391,0.85265752,8.69715E-06,0.002114227,1/18/2016,8/30/2017,1692.764444,2.869092279,,
11136001007890,2.38488E-05,0.004277461,0.943128168,0.023864177,0.028708048,1/18/2016,9/9/2016,326.1280556,1.38777896,,
11136001007894,0.001789461,0.687703943,0.304604736,0.001124164,0.004778286,1/18/2016,7/17/2017,941.9347222,1.725155169,,
11136001007903,0.087845516,0.90015091,0.006103106,0.001232364,0.004667819,1/18/2016,11/17/2016,974.6402778,3.206053545,,
11136001007918,0.015623685,0.589552149,0.093823264,0.000306583,0.300700331,,8/1/2016,92.41666667,#N/A,,
11136001007928,8.6629E-05,0.961287214,0.033882312,5.18737E-07,0.004742808,1/18/2016,7/20/2017,535.4891667,0.975390103,,
11136001007943,0.001839786,0.705978854,0.275412609,0.006791146,0.009977422,1/18/2016,7/13/2017,1509.686389,2.785399241,,
11136001007951,0.965245267,0.015913636,0.008911579,0.000205859,0.009725078,1/19/2016,2/15/2018,391.3136111,0.51624487,,
11136001007956,0.002420013,0.708199648,0.219422195,0.035180152,0.034776228,1/19/2016,7/25/2017,157.4830556,0.284779486,,
11136001007958,0.058530882,0.85177083,0.080470212,0.004848543,0.004379048,1/19/2016,10/20/2016,573.3108333,2.084766667,,
11136001007961,0.010061629,0.622563775,0.277882549,0.072733141,0.016757696,1/19/2016,6/15/2016,229.7783333,1.552556306,,
11136001007965,0.004132484,0.139454208,0.564860174,0.171407517,0.120143168,1/19/2016,9/12/2016,113.4641667,0.478751758,,
11136001007967,1.08015E-05,0.529023547,0.106116332,0.330529002,0.034321668,1/19/2016,8/2/2017,205.7333333,0.366726084,,
11136001007968,5.99633E-06,0.01065348,0.028436597,0.940680304,0.020221624,,8/30/2016,138.9738889,#N/A,,
11136001007972,3.89038E-05,0.961362009,0.024273111,0.003790242,0.010535014,1/20/2016,6/11/2016,385.5661111,2.696266511,,
11136001007979,0.256904169,0.64417643,0.047114722,0.015801216,0.036004347,,9/22/2016,628.7666667,#N/A,,
11136001007993,0.010997542,0.698729573,0.231070221,0.048000717,0.011200939,1/20/2016,11/10/2017,275.8697222,0.417984428,,
11136001007994,5.04108E-06,0.005021924,0.980618057,1.4115E-05,0.014338847,1/20/2016,7/24/2017,275.5141667,0.500025711,,
11136001007995,0,0.146752202,0.826535732,0.001043988,0.025666234,1/20/2016,8/28/2017,150.5977778,0.256992795,,
11136001008002,0.009832085,0.906546252,0.050780641,0.021758515,0.011082275,1/20/2016,11/1/2017,1203.373056,1.848499317,,
11136001008004,5.16335E-06,0.003603278,0.024518518,0.209727007,0.762147509,1/20/2016,7/15/2016,376.5861111,2.127605148,,
11136001008008,0.001238816,0.807941039,0.165908518,0.023602795,0.001308937,1/20/2016,8/15/2017,2650.156944,4.625055749,,
11136001008009,3.55742E-06,0.074803425,0.919925305,0.002512904,0.002754534,1/20/2016,12/1/2016,1015.093889,3.212322433,,
11136001008012,0.000514788,0.312128303,0.646843099,0.027592339,0.012921069,1/20/2016,12/27/2016,692.3016667,2.024273879,,
11136001008015,2.89599E-06,0.01798411,0.835301079,0.122271674,0.024439276,1/20/2016,11/18/2016,575.5080556,1.89936652,,
11136001008021,0.008041938,0.963282761,0.021969774,3.83637E-05,0.006666712,1/21/2016,1/19/2018,615.4541667,0.844244399,,
11136001008036,3.91964E-06,0.42218381,0.528011731,0.041212111,0.008587939,1/21/2016,9/27/2017,566.945,0.921861789,,
11136001008037,0.010354416,0.17038392,0.536106214,0.246033561,0.037120413,1/21/2016,12/7/2016,188.2986111,0.586600035,,
11136001008057,0.000525213,0.009614944,0.751893531,0.057564341,0.180401801,1/21/2016,12/4/2017,1637.959444,2.398183667,,
11136001008060,9.64135E-07,0.000877042,0.007455659,0.000664611,0.991002367,1/21/2016,12/7/2016,864.3322222,2.692623745,,
11136001008062,8.03512E-06,0.045922728,0.90871198,0.032924915,0.012433346,1/21/2016,8/25/2016,276.5636111,1.274486687,,
11136001008070,1.86942E-05,0.144599649,0.827243064,0.02075596,0.007382632,1/22/2016,1/5/2017,713.2355556,2.043654887,,
11136001008072,2.33695E-05,0.650597236,0.314585177,2.92118E-06,0.034788375,1/22/2016,12/27/2017,95.09083333,0.134880615,,
11136001008088,0.079191839,0.571082039,0.230848733,0.091247622,0.027630053,1/21/2016,11/10/2017,1936.991111,2.939288484,,
11136001008091,4.38567E-06,0.962325633,0.017820439,0.003431056,0.016415563,1/21/2016,10/12/2016,190.0127778,0.71702935,,
11136001008105,4.3761E-06,0.010928371,0.467157373,0.51464743,0.00726245,1/21/2016,10/6/2017,444.3327778,0.712071759,,
11136001008118,0.011817133,0.982190378,0.002917767,1.42041E-06,0.003073065,1/22/2016,4/5/2018,1173.366944,1.459411622,,
11136001008142,0,0.837553379,0.103203371,0.038731048,0.020511396,1/22/2016,7/21/2017,345.0791667,0.632013126,,
11136001008146,0.033872535,0.811964511,0.11551178,0.02538361,0.0132674,1/22/2016,8/28/2017,1693.415556,2.89968417,,
11136001008147,2.79123E-07,0.000226927,0.909536939,0.088797626,0.001438228,1/22/2016,11/1/2017,2985.540278,4.600216144,,
11136001008151,0.192414688,0.365529715,0.209870547,0.214433283,0.017750867,1/22/2016,11/22/2016,308.8425,1.012598361,,
11136001008158,0.002825272,0.163029719,0.819762379,0.001485822,0.01289665,1/22/2016,1/25/2018,1759.220833,2.396758629,,
11136001008163,2.3857E-05,0.014277318,0.411646761,0.459857379,0.114193602,,7/12/2017,256.1561111,#N/A,,
11136001008172,7.96848E-06,0.282215295,0.138676899,0.075456431,0.503642682,,6/22/2016,383.4552778,#N/A,,
11136001008173,8.57052E-06,0.006873559,0.050726066,0.128749247,0.813639701,1/22/2016,6/2/2016,97.2325,0.736609848,,
11136001008182,0.000469153,0.380805286,0.114214369,0.027471592,0.477038648,1/25/2016,11/15/2017,291.8975,0.442268939,,
11136001008183,3.72313E-06,0.978235496,0.010675153,1.86157E-06,0.011081905,1/25/2016,10/6/2016,298.4344444,1.170331155,,
11136001008187,0.024405234,0.748331257,0.207350234,0.015605196,0.004307692,1/25/2016,7/26/2017,719.0625,1.312157847,,
11136001008194,0.000517178,0.651280898,0.058566358,0.03762548,0.252003662,1/25/2016,6/29/2016,86.47361111,0.55431802,,
11136001008197,0.000143945,0.002628004,0.359849617,0.016692673,0.62068476,1/25/2016,7/5/2016,277.8830556,1.715327503,,
11136001008199,9.06993E-05,0.721650226,0.109477134,0.003581057,0.165207138,1/25/2016,7/9/2016,88.81611111,0.535036814,,
11136001008204,0.000122696,0.029953424,0.069254072,7.61558E-05,0.900593049,1/25/2016,10/19/2016,459.5838889,1.714865257,,
11136001008207,0.00025413,0.923235224,0.073549171,0.000822694,0.002139059,1/25/2016,9/23/2016,1999.191667,8.26112259,,
11136001008210,0.00228852,0.094338552,0.208482652,0.049589926,0.64530035,1/25/2016,1/27/2018,1008.050833,1.375239882,,
11136001008235,0.038637465,0.439927602,0.502585352,0.001744372,0.017104152,1/25/2016,11/14/2017,262.5905556,0.398468218,,
11136001008236,2.80849E-06,0.013297272,0.050255151,0.018138176,0.918305656,1/25/2016,12/28/2016,296.7191667,0.877867357,,
11136001008237,0.011355536,0.389412796,0.557781398,0.036779591,0.004670428,1/25/2016,11/6/2017,1111.425556,1.707258918,,
11136001008248,0.000186179,0.037163381,0.095522758,0.062783195,0.804343569,1/25/2016,2/9/2018,605.7486111,0.811995457,,
11136001008249,4.12277E-06,0.132683127,0.011347926,0.82982852,0.026135617,1/25/2016,10/19/2016,404.2588889,1.50842869,,
11136001008257,0.000586787,0.122754156,0.823653436,0.017695346,0.035311531,1/25/2016,1/6/2017,221.0719444,0.637094941,,
11136001008264,0.334400934,0.59077205,0.065567221,0.000984032,0.008275762,1/26/2016,4/26/2018,561.7475,0.684223508,,
11136001008267,0.004966847,0.014262562,0.652153975,0.251101945,0.077513926,1/26/2016,1/18/2017,373.1408333,1.042292831,,
11136001008268,0.001652331,0.163475523,0.482139744,0.151662745,0.201069607,1/26/2016,3/8/2018,5529.393889,7.162427317,,
11136001008269,0.019251896,0.919131681,0.024495977,0.023999586,0.013120098,1/26/2016,9/26/2016,364.8558333,1.495310792,,
11136001008292,0.000458623,0.002323204,0.972202472,0.017149584,0.007865825,1/26/2016,1/26/2018,950.9138889,1.300839793,,
11136001008298,0.014889744,0.951121223,0.014643954,0.005312488,0.014031813,1/26/2016,7/12/2017,357.125,0.670028143,,
11136001008303,5.20926E-05,0.047295028,0.027161995,0.790055168,0.135436222,1/26/2016,10/11/2016,549.2355556,2.120600601,,
11136001008307,5.38746E-06,0.003675594,0.981166789,6.73432E-06,0.015144148,1/26/2016,1/12/2017,206.2402778,0.58590988,,
11136001008316,0.170913094,0.426590424,0.039593207,0.334437944,0.02846456,1/26/2016,8/3/2016,360.1066667,1.895298246,,
11136001008318,3.06583E-06,0.004278372,0.976945693,0.003393112,0.015378991,1/26/2016,9/7/2016,362.4172222,1.61074321,,
11136001008333,0.00727326,0.022722725,0.868005401,0.00673756,0.095260408,1/26/2016,7/18/2017,430.3816667,0.798481756,,
11136001008346,7.33583E-05,0.902885391,0.054605348,0.036100316,0.006335051,1/26/2016,7/18/2017,518.7627778,0.962454133,,
11136001008350,2.89198E-06,0.036418654,0.949627562,0.000548511,0.013404309,1/26/2016,7/7/2016,288.1536111,1.767813565,,
11136001008352,1.25299E-06,0.973896026,0.024129469,1.67065E-06,0.001971999,1/26/2016,1/24/2017,1330.150833,3.654260531,,
11136001008353,0.009013305,0.979389255,0.005985856,3.63372E-06,0.005608508,1/26/2016,8/12/2016,993.7777778,4.99385818,,
11136001008358,1.8012E-05,0.909017551,0.046481887,3.60241E-06,0.044475345,,7/29/2016,77.10888889,#N/A,,
11136001008361,0.001799836,0.71414494,0.264870019,0.000269541,0.018918563,1/26/2016,7/7/2016,191.6841667,1.175976483,,
11136001008374,0.000161319,0.050342509,0.918400046,0.000153307,0.030942552,1/27/2016,1/12/2018,1040.036667,1.452565177,,
11136001008379,0.016516665,0.004339308,0.938593304,0.010072587,0.030477299,1/27/2016,11/6/2017,331.7861111,0.511226674,,
11136001008380,2.6425E-06,0.903074553,0.080856383,0.009708558,0.006357335,1/27/2016,11/30/2017,525.5958333,0.780974492,,
11136001008387,0.000448548,0.005518395,0.474707059,0.159138144,0.360189641,1/27/2016,9/28/2016,155.4397222,0.634447846,,
11136001008395,7.38485E-05,0.987341371,0.010443174,1.18347E-06,0.002140897,1/27/2016,8/10/2017,1173.573611,2.091931571,,
11136001008398,0.045652354,0.574237984,0.315189644,0.055981204,0.008938621,1/27/2016,2/27/2018,1441.808333,1.89213692,,
11136001008399,5.50816E-06,0.020826362,0.93903979,0.000107409,0.040019554,1/27/2016,8/5/2016,201.7208333,1.056130017,,
11136001008403,3.07717E-05,0.348795618,0.524106321,0.080580061,0.046486496,1/27/2016,12/5/2016,379.1363889,1.211298367,,
11136001008407,0.046504836,0.043897508,0.584143864,0.308654421,0.016799093,1/27/2016,7/26/2017,995.8044444,1.823817664,,
11136001008411,0.030681391,0.876409812,0.046283009,0.01289263,0.0337306,1/27/2016,10/3/2016,108.5891667,0.434356667,,
11136001008414,0.001891492,0.03771914,0.344886835,0.049077717,0.566422409,1/27/2016,8/21/2017,115.4291667,0.201799242,,
11136001008422,4.17568E-05,0.875908798,0.083937631,0.02958322,0.010528006,1/27/2016,7/26/2017,472.3116667,0.865039683,,
11136001008428,5.01642E-05,0.016759394,0.692803721,0.208140277,0.082246443,,5/12/2016,60.91111111,#N/A,,
11136001008430,0.000665564,0.840081901,0.086110229,0.066822593,0.006320284,1/27/2016,12/28/2016,486.2211111,1.44708664,,
11136001008439,4.8946E-05,0.968444167,0.014321773,0.00191649,0.015267781,1/27/2016,6/12/2016,329.1608333,2.40263382,,
11136001008448,0.000708295,0.034893969,0.272717309,0.620613572,0.07106776,1/27/2016,1/23/2018,306.6830556,0.421847394,,
11136001008456,1.04364E-05,0.824969376,0.164935171,0.00482204,0.005263847,1/27/2016,12/11/2017,638.7913889,0.933905539,,
11136001008467,0.029555768,0.918574796,0.042443599,0.003110736,0.00631452,1/28/2016,9/28/2016,477.6469444,1.957569444,,
11136001008506,0.032618441,0.89538465,0.037801003,1.12542E-05,0.034186527,1/28/2016,1/24/2017,148.0927778,0.409096071,,
11136001008536,0.015355406,0.020315577,0.957227973,1.93835E-05,0.007081326,1/28/2016,9/21/2017,831.1766667,1.380692137,,
11136001008545,0.181653284,0.241802045,0.310590907,0.10387112,0.162082444,1/28/2016,5/8/2018,1398.324722,1.68270123,,
11136001008551,0.119407366,0.053884089,0.746905891,0.067174814,0.012627775,1/28/2016,10/26/2017,4306.93,6.761271586,,
11136001008562,4.21695E-06,0.766089787,0.054078216,0.150657704,0.02916867,1/28/2016,11/15/2017,197.615,0.300783866,,
11136001008564,0.005498463,0.539941459,0.349295102,0.094620157,0.010644224,1/28/2016,1/13/2017,466.2413889,1.328323045,,
11136001008581,1.55629E-06,0.990626181,0.00573678,6.84766E-06,0.003628635,1/29/2016,2/15/2018,892.4383333,1.193099376,,
11136001008597,0.001221632,0.022178743,0.018706111,0.045459135,0.912434379,1/29/2016,11/10/2017,2498.025,3.837211982,,
11136001008598,0.04831597,0.837860445,0.107359853,0.002029647,0.00443447,1/29/2016,11/13/2017,722.6216667,1.104926096,,
11136001008600,0.000245136,0.988621536,0.003497772,2.06742E-06,0.007633193,1/29/2016,12/1/2017,940.5194444,1.399582507,,
11136001008616,0.000280124,0.009678519,0.948241326,0.026351874,0.015447239,1/29/2016,1/16/2017,302.4452778,0.856785489,,
11136001008617,0.058438335,0.894042095,0.042016779,1.13971E-05,0.005491395,1/29/2016,1/24/2018,828.6702778,1.141419115,,
11136001008622,0.000600916,0.027206129,0.962422502,0.000207893,0.009563572,1/29/2016,12/22/2017,549.1613889,0.792440677,,
11136001008631,0.070829698,0.566986827,0.357693947,7.02696E-07,0.004488825,1/29/2016,7/26/2017,790.6052778,1.453318525,,
11136001008649,0.041124479,0.140222485,0.19636642,0.608956733,0.013332551,1/29/2016,1/26/2018,208.3038889,0.286131716,,
11136001008653,8.95438E-07,0.003273186,0.039911839,0.103608491,0.85320541,1/29/2016,1/20/2017,1551.071389,4.344737784,,
11136001008654,0,0.748705562,0.199004956,0,0.052287606,1/29/2016,1/17/2017,148.1230556,0.418426711,,
11136001008700,1.09369E-06,0.000641999,0.742844867,0.246873856,0.009638184,1/30/2016,1/25/2017,1523.886667,4.221292705,,
11136001008703,0.000375756,0.243309768,0.043853023,0.001710633,0.7107507,1/30/2016,11/13/2017,2322.727222,3.557009529,,
11136001008707,4.49821E-05,0.011765907,0.007123875,0.977701223,0.003363985,1/30/2016,4/9/2018,9794.0225,12.24252813,,
11136001008708,1.28022E-06,0.002398366,0.8440985,0.113021002,0.040481363,1/30/2016,11/4/2016,1084.881944,3.888465751,,
11136001008716,0.013978087,0.894111072,0.087072258,0.00060069,0.004238237,1/30/2016,11/17/2016,1612.961111,5.523839422,,
11136001008717,0.012104363,0.379669202,0.220028215,0.226571934,0.161626285,1/30/2016,3/30/2018,522.1716667,0.660976793,,
11136001008732,0.001306331,0.808382181,0.152765113,0.010293712,0.02725245,1/30/2016,12/7/2017,2605.474167,3.848558592,,
11136001008734,0.001342037,0.969162843,0.020630956,0.001719586,0.007144748,1/30/2016,10/3/2016,1637.022222,6.627620333,,
11136001008742,0.004610428,0.036467714,0.029703436,0.154043756,0.77517539,1/30/2016,8/17/2016,383.5508333,1.917754167,,
11136001008743,0.001184089,0.978114585,0.011464568,5.16694E-06,0.009230729,1/30/2016,9/28/2017,322.5638889,0.531406736,,
11136001008753,5.66044E-05,0.129842675,0.855477579,0.008616395,0.006007164,1/30/2016,8/9/2017,1329.893611,2.387600738,,
11136001008757,1.18876E-05,0.222505322,0.646599812,0.084073746,0.046808241,1/30/2016,1/20/2017,280.4052778,0.787655275,,
11136001008758,0.003103662,0.012033668,0.689534986,0.260177242,0.035149687,1/30/2016,12/16/2016,368.2030556,1.147050017,,
11136001008767,0.000696222,0.79318972,0.148824762,0.03649302,0.0207952,2/3/2016,10/26/2016,258.1391667,0.970447995,,
11136001008788,5.00994E-07,0.036095734,0.694340109,0.203676318,0.065887212,2/3/2016,8/20/2017,2217.813611,3.932293637,,
11136001008792,0.002011581,0.236710797,0.639777091,0.108548336,0.012952085,2/3/2016,8/2/2017,2520.958333,4.617139805,,
11136001008794,0.013073776,0.035163244,0.706145548,0.242722656,0.002894775,2/3/2016,5/9/2018,1574.292222,1.905922787,,
11136001008811,0.031031781,0.199149606,0.650193728,0.043315098,0.076309121,2/3/2016,4/5/2018,417.3230556,0.52692305,,
11136001008815,0.185168441,0.788726249,0.016144828,9.74973E-05,0.009863442,2/3/2016,4/24/2018,1216.5575,1.5000709,,
11136001008819,0.06147003,0.853062538,0.052737742,0.002579003,0.030150535,2/3/2016,3/31/2018,1821.655556,2.314683044,,
11136001008853,0.000401544,0.738679032,0.257358434,0.000558965,0.003001842,2/4/2016,8/1/2017,1512.219722,2.779815666,,
11136001008856,0.00132004,0.87945339,0.107070447,0.004702462,0.00745366,2/4/2016,7/19/2017,477.4686111,0.899187592,,
11136001008863,0.000318964,0.600950137,0.356766534,0.002292786,0.039675332,2/4/2016,5/26/2016,74.02444444,0.66093254,,
11136001008880,0.000256312,0.603617869,0.378933297,0.008924212,0.008268309,2/4/2016,2/23/2018,523.4511111,0.697934815,,
11136001008893,0.001011255,0.167088247,0.47670429,0.317252363,0.03794407,2/4/2016,12/29/2016,1236.088333,3.757107396,,
11136001008899,1.76385E-05,0.007496368,0.814826492,0.120964915,0.056692382,2/4/2016,7/6/2016,125.9869444,0.823444081,,
11136001008905,0.000346919,0.537613689,0.28165664,0.061127275,0.119256233,2/4/2016,11/3/2017,735.0419444,1.152103361,,
11136001008912,0.001244265,0.982871243,0.00623765,5.83067E-07,0.009646842,2/4/2016,11/16/2017,476.4080556,0.731809609,,
11136001008914,8.95078E-07,0.024978637,0.955900711,0.01401662,0.005103734,2/4/2016,11/13/2017,931.0177778,1.43675583,,
11136001008923,0.01156269,0.491665188,0.139395533,0.006317388,0.351060257,2/4/2016,4/4/2018,262.9866667,0.332894515,,
11136001008924,0.000289135,0.013134276,0.944352422,0.038014212,0.004209605,2/4/2016,12/28/2016,793.5555556,2.419376694,,
11136001008937,0.006098851,0.51454422,0.458873672,0.004423555,0.016060253,2/4/2016,8/7/2017,504.0566667,0.916466667,,
11136001008948,1.22657E-06,0.541641972,0.187537288,0.120017928,0.150801341,2/4/2016,10/19/2017,1132.337778,1.817556626,,
11136001008949,0.002391603,0.096493191,0.892654998,1.59281E-06,0.008457818,2/4/2016,10/10/2017,348.7897222,0.568061437,,
11136001008950,9.17591E-06,0.027679137,0.027362568,0.08777371,0.857178468,2/4/2016,10/25/2016,181.635,0.688011364,,
11136001008952,0.001525601,0.002777377,0.017498778,0.884010525,0.094186788,2/5/2016,6/29/2016,298.2430556,2.056848659,,
11136001008977,8.46652E-06,0.79667661,0.072171407,0.007742159,0.123400416,2/5/2016,4/25/2018,295.2808333,0.364544239,,
11136001008982,0.013711495,0.242676142,0.669170232,0.031353843,0.043085964,2/5/2016,9/13/2016,238.9925,1.081414027,,
11136001008994,0.00051433,0.01178807,0.925436823,0.058646796,0.003614075,2/5/2016,11/20/2017,5953.806389,9.103679494,,
11136001008995,0.165279804,0.678459456,0.095232146,0.048334453,0.012694031,,4/4/2018,2507.959167,#N/A,,
11136001009036,1.3995E-06,0.827461104,0.134436078,0.024259885,0.013841066,2/5/2016,1/22/2018,595.4502778,0.830474585,,
11136001009041,0.007176912,0.936109818,0.040929472,5.63425E-06,0.015777037,2/5/2016,3/24/2017,246.5080556,0.596871805,,
11136001009046,1.73678E-06,0.198064998,0.015749677,0.107524473,0.678658536,2/5/2016,1/24/2018,479.8158333,0.667337738,,
11136001009063,3.9422E-06,0.00253549,0.98849207,0.000891594,0.008077561,2/6/2016,4/20/2018,422.7761111,0.525840934,,
11136001009084,0.095348463,0.838324437,0.037585318,0.023935872,0.004805622,2/6/2016,11/14/2017,969.6975,1.49875966,,
11136001009087,5.94829E-06,0.002042814,0.168970639,0.113237673,0.715742925,2/6/2016,3/8/2018,326.8911111,0.42955468,,
11136001009093,0.003949998,0.619785889,0.286192958,0.082818254,0.007253534,2/6/2016,1/12/2017,877.4266667,2.573098729,,
11136001009095,4.77624E-05,0.995470168,0.002170032,3.94731E-07,0.002311543,2/6/2016,8/25/2017,2814.858056,4.973247448,,
11136001009104,0.034474587,0.640516209,0.244540024,0.045407762,0.03506108,2/6/2016,11/17/2016,819.3716667,2.874988304,,
11136001009114,0.002683637,0.002401511,0.01141813,0.034679007,0.948817546,2/6/2016,9/14/2016,1655.091944,7.489103821,,
11136001009117,0.029500441,0.695501034,0.224842019,0.029922476,0.020233677,2/6/2016,3/30/2018,786.5325,1.004511494,,
11136001009118,0.009266501,0.478016479,0.024706337,0.031221028,0.456789516,2/6/2016,11/9/2017,1987.985278,3.096550277,,
11136001009119,0.000208088,0.009214269,0.297323116,0.050965412,0.642289879,2/6/2016,2/26/2018,727.525,0.968741678,,
11136001009133,1.44759E-06,0.001179782,0.006290722,2.89517E-06,0.99252467,2/8/2016,8/16/2017,575.6713889,1.037245746,,
11136001009143,1.80953E-06,0.287899594,0.495402387,0.185227281,0.031468727,2/8/2016,2/17/2018,1381.574444,1.866992492,,
11136001009147,0.110495091,0.211297157,0.593829193,0.034252619,0.050123375,2/8/2016,9/27/2016,216.5933333,0.933591954,,
11136001009157,1.86571E-06,0.023720296,0.813094966,0.161392415,0.001790146,2/8/2016,10/20/2017,893.3161111,1.440832437,,
11136001009158,0.001009383,0.945693765,0.000673319,0.048861991,0.003760948,2/8/2016,9/5/2017,467.0069444,0.81218599,,
11136001009159,0.011108513,0.296001094,0.664871656,0.001565057,0.026453262,2/8/2016,9/27/2017,663.9802778,1.11219477,,
11136001009161,3.58992E-06,0.890848584,0.094567977,6.58151E-06,0.014573267,2/8/2016,9/22/2017,464.2633333,0.784228604,,
11136001009169,1.129E-05,0.754112933,0.152315872,0.075187376,0.018371777,2/8/2016,1/12/2017,369.0594444,1.088670928,,
11136001009181,3.34303E-06,0.005074717,0.363630083,0.590690781,0.040602191,2/8/2016,7/13/2016,249.275,1.597916667,,
11136001009183,0.01907352,0.033554211,0.891578703,0.045901403,0.009891088,,8/21/2017,258.3133333,#N/A,,
11136001009189,0.000807181,0.004897145,0.852098052,0.005470726,0.136726896,2/8/2016,2/6/2018,1279.486944,1.755126124,,
11136001009196,0.003339689,0.003361147,0.030073113,0.720806483,0.242419197,2/8/2016,8/4/2017,750.8183333,1.382722529,,
11136001009197,0.001697131,0.003583741,0.547949743,0.383243524,0.063528587,2/8/2016,11/28/2016,203.7752778,0.69311319,,
11136001009205,3.01987E-06,0.886807764,0.095362033,0.007781354,0.010046692,2/8/2016,8/28/2017,643.8825,1.135595238,,
11136001009225,0.034030056,0.719836522,0.147632213,0.003691084,0.094809876,2/8/2016,8/24/2017,1120.643333,1.990485494,,
11136001009229,1.48243E-06,0.041355418,0.765135759,0.185514066,0.007992782,2/8/2016,7/13/2017,562.1391667,1.078961932,,
11136001009236,1.93325E-06,0.97017958,0.019520051,1.86881E-05,0.010279748,2/8/2016,4/11/2018,431.0525,0.543571879,,
11136001009246,0.026592792,0.052117053,0.081694018,0.638404696,0.201191305,2/9/2016,12/13/2017,2044.862778,3.03842909,,
11136001009251,0.002554701,0.899284166,0.066043806,0.028576631,0.00354136,2/9/2016,10/11/2016,837.5627778,3.418623583,,
11136001009272,0.001584617,0.969352949,0.024454346,0.000397875,0.004210386,2/9/2016,9/22/2017,1614.130278,2.731184903,,
11136001009283,0.001354978,0.996223809,0.000979062,1.4566E-06,0.00144047,2/9/2016,7/14/2017,2479.129444,4.758405843,,
11136001009325,3.93052E-06,0.022997451,0.191840641,0.333643844,0.451514133,2/11/2016,1/9/2017,282.6883333,0.848913914,,
11136001009331,0,0.002514539,0.608239761,0.242992425,0.146252036,2/11/2016,8/16/2017,224.2513889,0.406252516,,
11136001009336,0.401127348,0.591774432,0.000993915,5.46858E-06,0.006098836,2/11/2016,4/4/2018,203.1808333,0.259490209,,
11136001009338,2.85845E-06,0.916230277,0.037814429,0.021135376,0.024819918,2/11/2016,8/24/2016,97.17777778,0.498347578,,
11136001009339,0,0.002853542,0.203140659,0.78325272,0.010753079,2/11/2016,10/25/2017,977.3427778,1.57129064,,
11136001009340,1.18457E-06,0.137343896,0.741107278,0.111289257,0.010257792,2/11/2016,12/12/2017,468.9930556,0.699989635,,
11136001009344,0.071894459,0.84296251,0.035594474,0.010832302,0.038714585,2/11/2016,11/4/2016,332.6983333,1.246061174,,
11136001009347,0,0.999465702,0.000105209,1.62863E-06,0.000427352,2/11/2016,10/23/2017,2558.392778,4.126439964,,
11136001009351,0.000389176,0.316057375,0.575820979,0.083603541,0.024130856,2/11/2016,6/20/2016,144.1791667,1.109070513,,
11136001009354,0.010701185,0.096808821,0.674358706,0.069757736,0.148373184,2/11/2016,12/13/2016,756.1208333,2.470983115,,
